type,broker,price,beds,baths,sqft,address,state,address_full,lat,lon,sub_locality
Pending,"Robert Defalco Realty, Inc.",1245000,4,3,2388,44 Summit Ave,"Staten Island, NY 10306","44 Summit AveStaten Island, NY 10306",40.5771597,-74.123973,New York County
Condo,Winzone Realty Inc,798000,2,2,1190,206-17 Emily Rd Unit 1002,"Bayside, NY 11360","206-17 Emily Rd Unit 1002Bayside, NY 11360",40.7885879,-73.7872455,Queens County
House,EXIT REALTY PRIVATE CLIENT,475000,5,2,1790,1604 Harding Park,"Bronx, NY 10473","1604 Harding ParkBronx, NY 10473",40.8102903,-73.8573667,Bronx County
Condo,EXIT ALL SEASONS REALTY,399000,1,1,616,60-70 Woodhaven Blvd Unit 4H,"Elmhurst, NY 11373","60-70 Woodhaven Blvd Unit 4HElmhurst, NY 11373",40.7301358,-73.871999,Queens County
House,Home Global Realty,780000,3,3,1344,91-11 92nd St,"Woodhaven, NY 11421","91-11 92nd StWoodhaven, NY 11421",40.6891418,-73.8510191,Queens County
Condo,Ben Bay Realty Company of Staten Island LLC,450000,1,1,776,90 Bay Street Lndg Apt 7H,"Staten Island, NY 10301","90 Bay Street Lndg Apt 7HStaten Island, NY 10301",40.6403656,-74.0737574,Richmond County
Multi-family home,CENTURY 21 Milestone Realty,889000,6,3,2184,120-41 132 St,"South Ozone Park, NY 11420","120-41 132 StSouth Ozone Park, NY 11420",40.6736135,-73.8061338,Queens County
House,"Ed Bruno Realty, LLC",765000,3,4,1888,78 Hooker Pl,"Staten Island, NY 10302","78 Hooker PlStaten Island, NY 10302",40.6311627,-74.1422028,Richmond County
Co-op,Daniel Gale Sotheby's International Realty,399000,3,2,1492,18-35 Corporal Kennedy St Unit 2K,"Bayside, NY 11360","18-35 Corporal Kennedy St Unit 2KBayside, NY 11360",40.7812699,-73.78434,Queens County
Co-op,Bond New York- Columbus Circle,585000,1,1,2184,136 W 81st St Apt 4F,"New York, NY 10024","136 W 81st St Apt 4FNew York, NY 10024",40.7836953,-73.9760584,New York County
Multi-family home,EXIT REALTY TOP PROPERTIES,1388888,6,3,2160,2472 E 21st St,"Brooklyn, NY 11235","2472 E 21st StBrooklyn, NY 11235",40.5920325,-73.9491964,Kings County
Multi-family home,Hayliam Realty LLC,779000,4,2,2184,104-37 116th St,"Richmond Hill, NY 11418","104-37 116th StRichmond Hill, NY 11418",40.6847739,-73.8261116,Queens County
Co-op,Douglas Elliman - 1995 Broadway,395000,3,1,2184,140 W 69th St Apt 106C,"New York, NY 10023","140 W 69th St Apt 106CNew York, NY 10023",40.7758661,-73.981473,New York County
House,RE MAX Edge,948000,4,2,1492,8647 16th Ave,"Brooklyn, NY 11214","8647 16th AveBrooklyn, NY 11214",40.6090003,-74.0081041,Kings County
Condo,E Realty International Corp,550000,1,1,720,88-30 51st Ave Unit 6A,"Elmhurst, NY 11373","88-30 51st Ave Unit 6AElmhurst, NY 11373",40.7392191,-73.874525,Queens County
Co-op,Keller Williams NYC,549999,3,1,1020,35-20 82nd St Unit 41,"Queens, NY 11372","35-20 82nd St Unit 41Queens, NY 11372",40.7517899,-73.88467,Queens County
Multi-family home,Skylight Real Estate Consultan,950000,6,3,2184,136 E 87th St,"Brooklyn, NY 11236","136 E 87th StBrooklyn, NY 11236",40.6489264,-73.9197127,Kings County
Multi-family home,John Savoretti Realty,799000,6,4,2200,62-14 Hillmeyer Rd,"Arverne, NY 11692","62-14 Hillmeyer RdArverne, NY 11692",40.598207,-73.7911759,Queens County
Condo,Re/Max In The City,290900,2,1,850,5775 Mosholu Ave Apt 7F,"Bronx, NY 10471","5775 Mosholu Ave Apt 7FBronx, NY 10471",40.9058413,-73.8981827,Bronx County
Condo,Re/Max In The City,474900,2,2,1054,3220 Fairfield Ave Apt 6A,"Bronx, NY 10463","3220 Fairfield Ave Apt 6ABronx, NY 10463",40.8847442,-73.9132482,Bronx County
Co-op,Corcoran Chelsea/Flatiron,365000,1,1,2184,175 Rivington St Apt 1A,"New York, NY 10002","175 Rivington St Apt 1ANew York, NY 10002",40.7187352,-73.9847294,New York County
Co-op,TREBACH REALTY INC,199000,1,1,2184,601 Kappock St Apt 1P,"Bronx, NY 10463","601 Kappock St Apt 1PBronx, NY 10463",40.8789773,-73.916004,Bronx County
Condo,Coldwell Banker Reliable,480000,1,1,506,2128 Ocean Ave Apt 5J,"Brooklyn, NY 11229","2128 Ocean Ave Apt 5JBrooklyn, NY 11229",40.6098786,-73.9536851,Kings County
Co-op,Corcoran Chelsea/Flatiron,1450000,2,1,2184,79 Perry St # F,"New York, NY 10014","79 Perry St # FNew York, NY 10014",40.7355671,-74.0044939,New York County
House,Winzone Realty Inc,695000,3,2,2184,84-42 85 Rd,"Woodhaven, NY 11421","84-42 85 RdWoodhaven, NY 11421",40.6950378,-73.8602956,Queens County
House,Arc Realty Llc,1249000,3,4,2400,1187 Rhinelander Ave,"Bronx, NY 10461","1187 Rhinelander AveBronx, NY 10461",40.8533232,-73.8509691,Bronx County
House,Fave Realty Inc,635000,3,2,1200,1645 E 92nd St,"Brooklyn, NY 11236","1645 E 92nd StBrooklyn, NY 11236",40.6322163,-73.894288,Kings County
House,COMPASS,1759000,3,2,2100,348 E 4th St Unit 1,"Brooklyn, NY 11218","348 E 4th St Unit 1Brooklyn, NY 11218",40.643712,-73.976793,Kings County
Co-op,TDMT - The Development Marketing Team,499000,2,1,2184,167 Havemeyer St Apt 8,"Brooklyn, NY 11211","167 Havemeyer St Apt 8Brooklyn, NY 11211",40.7109875,-73.9577649,Kings County
Multi-family home,Geo Real Estate Group Inc,999000,3,6,2184,590 Maple St,"Brooklyn, NY 11203","590 Maple StBrooklyn, NY 11203",40.661217,-73.9412284,Kings County
Townhouse,COMPASS,2175000,5,2,3317,1259 Jefferson Ave,"Brooklyn, NY 11221","1259 Jefferson AveBrooklyn, NY 11221",40.6920744,-73.912766,Kings County
Co-op,Brown Harris Stevens - 43 North Moore Street,639000,3,2,2184,42-22 Ketcham St Unit B8B9,"Queens, NY 11373","42-22 Ketcham St Unit B8B9Queens, NY 11373",40.7447145,-73.8835344,Queens County
Co-op,Corcoran Brooklyn Heights,1099000,2,1,2184,143 Lafayette Ave Apt 1A,"Brooklyn, NY 11238","143 Lafayette Ave Apt 1ABrooklyn, NY 11238",40.6876421,-73.9721671,Kings County
Condo,Ashford Homes,318000,1,1,638,45 Francine Ct,"Staten Island, NY 10306","45 Francine CtStaten Island, NY 10306",40.5698778,-74.1224355,Richmond County
Co-op,COMPASS,475000,3,1,2184,41 Jane St Apt 4C,"Manhattan, NY 10014","41 Jane St Apt 4CManhattan, NY 10014",40.7383084,-74.0046097,New York County
Multi-family home,Elite Real Estate Group 1 Llc,875000,4,2,2034,2740 Seymour Ave,"Bronx, NY 10469","2740 Seymour AveBronx, NY 10469",40.8664714,-73.845984,Bronx County
Multi-family home,Wonica REALTORS & Appraisers,739900,4,2,2000,41 Clifton St,"Staten Island, NY 10314","41 Clifton StStaten Island, NY 10314",40.6066581,-74.1639294,Richmond County
Co-op,EXP Realty,409000,2,1,2184,69-60 108th St Unit 501,"Forest Hills, NY 11375","69-60 108th St Unit 501Forest Hills, NY 11375",40.7236399,-73.84481,Queens County
Condo,Keller Williams Realty Group,275000,2,2,969,1086 E 73rd St Unit 75,"Brooklyn, NY 11234","1086 E 73rd St Unit 75Brooklyn, NY 11234",40.6280579,-73.9171101,Kings County
Multi-family home,Elite Realty of USA Inc,989000,4,4,2184,120-10 135th St,"Jamaica, NY 11420","120-10 135th StJamaica, NY 11420",40.6751744,-73.8037556,Queens County
Co-op,COMPASS,285000,3,1,2184,45 Tudor City Pl Apt 708,"Manhattan, NY 10017","45 Tudor City Pl Apt 708Manhattan, NY 10017",40.7489931,-73.97025,New York County
Pending,"JOHN A MAGUIRE REAL ESTATE, LL",695000,2,2,1200,8701 Shore Rd Apt 344,"Brooklyn, NY 11209","8701 Shore Rd Apt 344Brooklyn, NY 11209",40.6249201,-74.0404698,Kings County
Co-op,Realty Executives Metro Garden,435000,2,1,925,66-15 Thornton Pl Unit 3N,"Rego Park, NY 11374","66-15 Thornton Pl Unit 3NRego Park, NY 11374",40.7232542,-73.8576166,Queens County
Co-op,Corcoran Westside Columbus,220000,2,1,922,3245 Perry Ave Apt 1F,"Bronx, NY 10467","3245 Perry Ave Apt 1FBronx, NY 10467",40.8758111,-73.8765929,Bronx County
House,The Bouklis Group - The Bouklis Group Astoria,1988800,3,4,2071,145-60 5th Ave Unit 1FAM,"Whitestone, NY 11357","145-60 5th Ave Unit 1FAMWhitestone, NY 11357",40.7400544,-73.9903941,New York County
Co-op,Douglas Elliman - 690 Washington,3300000,2,2,2184,6 E 68th St Apt 2,"New York, NY 10065","6 E 68th St Apt 2New York, NY 10065",40.769433,-73.9683331,New York County
Co-op,qvtopservice,135000,1,1,792,1040 Neilson St Apt 2H,"Far Rockaway, NY 11691","1040 Neilson St Apt 2HFar Rockaway, NY 11691",40.6030799,-73.74755,Queens County
Co-op,E Realty International Corp,468000,2,1,1200,88-11 Elmhurst Ave Unit C11,"Elmhurst, NY 11373","88-11 Elmhurst Ave Unit C11Elmhurst, NY 11373",40.7455899,-73.8778899,Queens County
Co-op,Realty Connect USA LLC,318000,1,1,748,40-40 203rd St Unit 5B,"Bayside, NY 11361","40-40 203rd St Unit 5BBayside, NY 11361",40.7604949,-73.7815883,Queens County
Condo,The Bouklis Group - The Bouklis Group,649000,2,1,705,14-43 28th Ave Unit BB1,"Astoria, NY 11102","14-43 28th Ave Unit BB1Astoria, NY 11102",40.7715328,-73.9273805,Queens County
House,"JOHN A MAGUIRE REAL ESTATE, LL",1875000,3,2,1496,96 86th St,"Brooklyn, NY 11209","96 86th StBrooklyn, NY 11209",40.6246037,-74.0368286,Kings County
House,Madison Estates Sotheby's International Realty,1350000,3,2,1584,1719 E 22nd St,"Brooklyn, NY 11229","1719 E 22nd StBrooklyn, NY 11229",40.6096678,-73.9511136,Kings County
Co-op,Corcoran SoHo,3345000,4,4,3000,151 W 86th St Apt 3D,"New York, NY 10024","151 W 86th St Apt 3DNew York, NY 10024",40.7875112,-73.9739349,New York County
Co-op,BHHS New York Properties,899000,1,2,2184,41 W 96th St Unit 9D,"New York, NY 10025","41 W 96th St Unit 9DNew York, NY 10025",40.7926602,-73.9663357,New York County
House,Opulence Properties,799000,3,2,1816,149 Durant Ave,"Staten Island, NY 10306","149 Durant AveStaten Island, NY 10306",40.5557686,-74.1327357,Richmond County
Pending,RE MAX Edge,464998,2,2,1657,2650 Ocean Pkwy Apt 10P,"Brooklyn, NY 11235","2650 Ocean Pkwy Apt 10PBrooklyn, NY 11235",40.5855624,-73.9669734,Kings County
Co-op,Corcoran East Side,1995000,2,2,1200,40 W 67th St Apt 8B,"New York, NY 10023","40 W 67th St Apt 8BNew York, NY 10023",40.773416,-73.979787,New York County
Condo,Howard Hanna | Rand Realty,504000,3,2,1004,2833 Ely Ave Apt 2,"Bronx, NY 10469","2833 Ely Ave Apt 2Bronx, NY 10469",40.8688161,-73.8356153,Bronx County
Co-op,Douglas Elliman - 140 Franklin,1295000,2,1,2184,156 Bank St Apt 1A,"New York, NY 10014","156 Bank St Apt 1ANew York, NY 10014",40.7359888,-74.0091474,New York County
Pending,Momentum Real Estate Llc,699000,3,2,864,319 Montreal Ave,"Staten Island, NY 10306","319 Montreal AveStaten Island, NY 10306",40.5594124,-74.1258541,Richmond County
Multi-family home,Motivated Access Realty Corp.,949000,7,3,2745,431 Saint Lawrence Ave,"Bronx, NY 10473","431 Saint Lawrence AveBronx, NY 10473",40.8136198,-73.8633277,Bronx County
Pending,Ben Bay Rlty Of Marine Pk Llc,1488000,2,2,1464,1119 85th St,"Brooklyn, NY 11228","1119 85th StBrooklyn, NY 11228",40.6171732,-74.0169489,Kings County
Foreclosure,All Star Real Estate,800000,5,2,1584,189 Corosn Ave,"Staten Island, NY 10301","189 Corosn AveStaten Island, NY 10301",40.6375111,-74.0852471,Richmond County
Co-op,BRISMAN REALTY,319999,1,1,660,1717 E 14th St Unit 2H,"Brooklyn, NY 11229","1717 E 14th St Unit 2HBrooklyn, NY 11229",40.6077014,-73.958782,Kings County
Condo,RE MAX Edge,999000,3,2,1301,1414 W 4th St Ph 5,"Brooklyn, NY 11204","1414 W 4th St Ph 5Brooklyn, NY 11204",40.6116529,-73.978693,Kings County
Co-op,Showcase Realty Inc,475000,1,1,950,35-24 78 St Unit A67,"Jackson Heights, NY 11372","35-24 78 St Unit A67Jackson Heights, NY 11372",40.75054,-73.8885096,Queens County
Co-op,Serhant,399000,3,1,2184,530 E 84th St Apt 1M,"New York, NY 10028","530 E 84th St Apt 1MNew York, NY 10028",40.7738633,-73.9465735,New York County
House,Top Nest Inc,479900,3,2,1088,971 Schenck Ave,"Brooklyn, NY 11207","971 Schenck AveBrooklyn, NY 11207",40.6567481,-73.8802564,Kings County
Condo,Homefinders of SI Inc.,615000,2,4,1568,253 Windham Loop,"Staten Island, NY 10314","253 Windham LoopStaten Island, NY 10314",40.577069,-74.161888,Richmond County
House,RE MAX Real Estate Professionals,1150000,3,2,1700,7713 20th Ave,"Brooklyn, NY 11214","7713 20th AveBrooklyn, NY 11214",40.6092336,-73.9930917,Kings County
Co-op,"Century 21 Amiable Realty Group II, Inc.",225000,1,1,2184,88-08 151 Ave Unit 5A,"Howard Beach, NY 11414","88-08 151 Ave Unit 5AHoward Beach, NY 11414",40.6685699,-73.8471189,Queens County
Co-op,RE/MAX City Square,284888,1,1,2184,37-21 80th St Unit 4A,"Jackson Heights, NY 11372","37-21 80th St Unit 4AJackson Heights, NY 11372",40.748924,-73.8857529,Queens County
Condo,E Realty International Corp,585000,1,2,869,63-36 99th St Unit 2G,"Rego Park, NY 11374","63-36 99th St Unit 2GRego Park, NY 11374",40.7317078,-73.856834,Queens County
House,"Brooklyn Real Property, Inc",720000,4,2,936,1217 E 101st St,"Brooklyn, NY 11236","1217 E 101st StBrooklyn, NY 11236",40.6404818,-73.8915337,Kings County
House,RE MAX Real Estate Professionals,659000,3,2,1468,412 Manhattan St,"Staten Island, NY 10307","412 Manhattan StStaten Island, NY 10307",40.4997983,-74.2411663,Richmond County
Co-op,Douglas Elliman - 3544 Johnson Ave,249000,2,1,900,5550 Fieldston Rd Apt 9J,"Bronx, NY 10471","5550 Fieldston Rd Apt 9JBronx, NY 10471",40.9035132,-73.9002037,Bronx County
Co-op,Corcoran East Side,1495000,3,2,1650,215 W 98th St Apt 5C,"New York, NY 10025","215 W 98th St Apt 5CNew York, NY 10025",40.7958454,-73.9702391,New York County
Co-op,Magic Of Great Neck Realty Inc,295000,1,2,980,26910 Grand Central Pkwy Apt 11B,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 11BFloral Park, NY 11005",40.7577991,-73.7159564,Queens County
Pending,Bergen Basin Realty Llc,699000,4,4,1619,1379 E 93rd St,"Brooklyn, NY 11236","1379 E 93rd StBrooklyn, NY 11236",40.6376197,-73.898975,Kings County
House,E Realty International Corp,738000,4,2,2184,111-87 43rd Ave,"Corona, NY 11368","111-87 43rd AveCorona, NY 11368",40.7506139,-73.851888,Queens County
Pending,Douglas Elliman - Central Nassau,400000,2,1,2184,280 Dean St Apt 23,"Brooklyn, NY 11217","280 Dean St Apt 23Brooklyn, NY 11217",40.684191,-73.982522,Kings County
Co-op,GOLDEN REAL CORP.,289000,1,1,750,3100 Brighton 3rd St Apt 4B,"Brooklyn, NY 11235","3100 Brighton 3rd St Apt 4BBrooklyn, NY 11235",40.5764319,-73.9643613,Kings County
Co-op,R Jaundoo Realty Llc,187000,4,1,1076,950 Hoe Ave Apt 2B,"Bronx, NY 10459","950 Hoe Ave Apt 2BBronx, NY 10459",40.8224272,-73.8900397,Bronx County
Co-op,Sotheby's International Realty - East Side Manhattan Brokerage,3400000,3,3,2184,65 Central Park W Apt 10C,"New York, NY 10023","65 Central Park W Apt 10CNew York, NY 10023",40.7727705,-73.9787651,New York County
Co-op,All Area Brokerage Inc,155000,1,1,2184,87-15 165th St Unit 4J,"Jamaica, NY 11432","87-15 165th St Unit 4JJamaica, NY 11432",40.7104509,-73.7982064,Queens County
Co-op,One Manhattan real estate - Upper East Side office,689000,3,2,1500,31-21 54th St Unit 1H,"Queens, NY 11377","31-21 54th St Unit 1HQueens, NY 11377",40.7563916,-73.9071359,Queens County
Townhouse,R New York,2150000,5,3,2940,134 Rutland Rd,"Brooklyn, NY 11225","134 Rutland RdBrooklyn, NY 11225",40.6588649,-73.956073,Kings County
Co-op,Brown Harris Stevens - 1926 Broadway,675000,3,1,2184,1793 Riverside Dr Apt 4F,"Manhattan, NY 10034","1793 Riverside Dr Apt 4FManhattan, NY 10034",40.8667064,-73.9304963,New York County
House,"Robert Defalco Realty, Inc.",889000,3,2,2052,4521 Hylan Blvd,"Staten Island, NY 10312","4521 Hylan BlvdStaten Island, NY 10312",40.5312573,-74.157737,Richmond County
Co-op,RE MAX City Square,260000,1,1,800,2950 Ocean Ave Apt C11,"Brooklyn, NY 11235","2950 Ocean Ave Apt C11Brooklyn, NY 11235",40.5892251,-73.94999,Kings County
Condo,COMPASS,749000,1,2,908,112-01 Queens Blvd Unit 8A,"Queens, NY 11375","112-01 Queens Blvd Unit 8AQueens, NY 11375",40.7190009,-73.8365029,Queens County
Contingent,"Neuhaus Realty, Inc.",639000,3,2,1360,521 Leverett Ave,"Staten Island, NY 10308","521 Leverett AveStaten Island, NY 10308",40.5557386,-74.1635281,Richmond County
Multi-family home,CENTURY 21 Achievers,799000,5,2,2184,2455 Bedford Ave,"Brooklyn, NY 11226","2455 Bedford AveBrooklyn, NY 11226",40.6437284,-73.9543625,Kings County
Condo,Corcoran Park Slope,700000,3,2,1245,3536 Cambridge Ave Apt 4F,"Bronx, NY 10463","3536 Cambridge Ave Apt 4FBronx, NY 10463",40.8861342,-73.90767,Bronx County
Condo,RE/MAX Elite,297000,3,1,600,40 Brighton 1st Rd Apt 2M,"Brooklyn, NY 11235","40 Brighton 1st Rd Apt 2MBrooklyn, NY 11235",40.5756277,-73.9667833,Kings County
Co-op,"Nest Seekers International, Tribeca",455000,1,1,725,415 E 85th St Apt 1A,"New York, NY 10028","415 E 85th St Apt 1ANew York, NY 10028",40.7760324,-73.9487922,New York County
Pending,Oxford Property Group,799000,3,1,1200,177 W 83rd St Apt 4S,"New York, NY 10024","177 W 83rd St Apt 4SNew York, NY 10024",40.7856899,-73.976047,New York County
Co-op,Azbel Real Estate Inc,475000,2,2,1150,458 Neptune Ave Apt 4C,"Brooklyn, NY 11224","458 Neptune Ave Apt 4CBrooklyn, NY 11224",40.5794182,-73.9709078,Kings County
Co-op,COMPASS,209000,1,1,2184,200-18 17th Ave Unit 2-97,"Bayside, NY 11360","200-18 17th Ave Unit 2-97Bayside, NY 11360",40.6456538,-73.9636266,Kings County
House,Coldwell Banker Labarca,1325000,4,3,2200,2215 E 72nd St,"Brooklyn, NY 11234","2215 E 72nd StBrooklyn, NY 11234",40.618445,-73.9043606,Kings County
Co-op,RE MAX Elite,259000,1,1,625,325 Marine Ave Apt C8,"Brooklyn, NY 11209","325 Marine Ave Apt C8Brooklyn, NY 11209",40.6147332,-74.0337807,Kings County
Townhouse,Serhant,899000,4,3,1960,88-47 247 St,"Queens, NY 11426","88-47 247 StQueens, NY 11426",40.727846,-73.720774,Queens County
Multi-family home,New York 1 Homes Network Inc,1325000,6,5,2184,126-18 148th St,"Jamaica, NY 11436","126-18 148th StJamaica, NY 11436",40.6727654,-73.7902788,Queens County
Co-op,Gilbert Perez,345000,3,2,1100,6601 Broadway Apt 3A,"Bronx, NY 10471","6601 Broadway Apt 3ABronx, NY 10471",40.908552,-73.896916,Bronx County
Condo,Carollo Real Estate Inc,1088000,4,2,2184,168-28 Powells Cove Blvd Unit 12,"Whitestone, NY 11357","168-28 Powells Cove Blvd Unit 12Whitestone, NY 11357",40.7932921,-73.7951779,Queens County
House,"Tom Crimmins Realty, Ltd.",669000,3,2,2191,933 Jewett Ave,"Staten Island, NY 10314","933 Jewett AveStaten Island, NY 10314",40.6136236,-74.1305336,Richmond County
Multi-family home,"Compass Greater Ny, Llc",1388000,3,2,2520,1801 Avenue W,"Brooklyn, NY 11229","1801 Avenue WBrooklyn, NY 11229",40.620978,-73.957202,Kings County
House,Trademarko Realty Inc,1475000,5,3,2637,53-30 61st St,"Maspeth, NY 11378","53-30 61st StMaspeth, NY 11378",40.7291232,-73.9042682,Queens County
Condo,Corcoran East Side,1375000,2,2,2184,400 E 90th St Ph A,"New York, NY 10128","400 E 90th St Ph ANew York, NY 10128",40.7791814,-73.9472929,New York County
House,My Home Advisors Llc,1099000,3,4,2037,1385 E 34th St,"Brooklyn, NY 11210","1385 E 34th StBrooklyn, NY 11210",40.621735,-73.941847,Kings County
Townhouse,Brown Harris Stevens,900000,4,3,2184,6031 Huxley Ave Unit Townhouse,"Bronx, NY 10471","6031 Huxley Ave Unit TownhouseBronx, NY 10471",40.9083747,-73.8985781,Bronx County
Co-op,Hauseit LLC - Hauseit LLC,599000,2,2,1350,4 E 95th St Unit 1B,"New York, NY 10128","4 E 95th St Unit 1BNew York, NY 10128",40.7868163,-73.9557515,New York County
Co-op,COMPASS,1295000,2,2,2184,71 E 77th St Apt 9C,"Manhattan, NY 10075","71 E 77th St Apt 9CManhattan, NY 10075",40.774576,-73.9624413,New York County
Condo,Manhattan Network Inc,479900,1,1,550,2141 2nd Ave Unit 5C,"New York, NY 10029","2141 2nd Ave Unit 5CNew York, NY 10029",40.7934089,-73.9407833,New York County
Co-op,Hometown Properties,188000,3,1,300,460 Ovington Ave Apt 5H,"Brooklyn, NY 11209","460 Ovington Ave Apt 5HBrooklyn, NY 11209",40.6327714,-74.022251,Kings County
House,American Homes Group,739999,4,2,1976,387 Fingerboard Rd,"Staten Island, NY 10305","387 Fingerboard RdStaten Island, NY 10305",40.6021404,-74.0713152,Richmond County
Foreclosure,DiTommaso Real Estate,475000,3,2,1204,57 Skyline Dr,"Staten Island, NY 10304","57 Skyline DrStaten Island, NY 10304",40.615479,-74.079293,Richmond County
House,RE MAX Edge,2250000,6,4,3432,2635 E 28th St,"Brooklyn, NY 11235","2635 E 28th StBrooklyn, NY 11235",40.5884214,-73.9412863,Kings County
Condo,"BEN BAY REALTY, CO.",875000,2,2,1050,118 Battery Ave Apt 4C,"Brooklyn, NY 11209","118 Battery Ave Apt 4CBrooklyn, NY 11209",40.6165537,-74.024429,Kings County
House,ProBase Real Estate,499000,3,2,1786,81 Park Hill Ct,"Staten Island, NY 10304","81 Park Hill CtStaten Island, NY 10304",40.6178525,-74.0758856,Richmond County
House,Akcess24homes Inc,749000,4,2,2184,557 Drew St,"Brooklyn, NY 11208","557 Drew StBrooklyn, NY 11208",40.6771904,-73.8625697,Kings County
House,Weichert Realtors Evolution Group,855000,3,2,1383,306 Oldfield St,"Staten Island, NY 10306","306 Oldfield StStaten Island, NY 10306",40.5725396,-74.1007568,Richmond County
Co-op,Piastro Realty LLC,525000,2,1,1300,50 Brighton 1 Rd Unit 2D,"Brooklyn, NY 11235","50 Brighton 1 Rd Unit 2DBrooklyn, NY 11235",40.5751942,-73.9669983,Kings County
Condo,BERGEN BASIN REALTY,715000,2,2,1021,2805 E 26th St Apt 1A,"Brooklyn, NY 11235","2805 E 26th St Apt 1ABrooklyn, NY 11235",40.5846063,-73.9426052,Kings County
Contingent,Gillani Homes Inc.,550000,3,2,1424,572 Davis Ave,"Staten Island, NY 10310","572 Davis AveStaten Island, NY 10310",40.6292321,-74.1082798,Richmond County
House,Welhome Realty Inc,1528000,4,2,2184,43-28 169th St,"Flushing, NY 11358","43-28 169th StFlushing, NY 11358",40.757398,-73.7979996,Queens County
House,E Realty International Corp,1287777,5,2,2184,88-25 63rd Ave,"Rego Park, NY 11374","88-25 63rd AveRego Park, NY 11374",40.7257724,-73.8680711,Queens County
House,Sowae Corp,330000,3,1,2184,21 Miami Ct,"Brooklyn, NY 11225","21 Miami CtBrooklyn, NY 11225",40.6604827,-73.9468571,Kings County
Co-op,Welcome Home R E Sunnyside,375000,1,1,2184,39-65 52nd St Unit 5U,"Woodside, NY 11377","39-65 52nd St Unit 5UWoodside, NY 11377",40.7467824,-73.9119505,Queens County
Pending,Amorelli Realty LLC,875000,3,2,2184,24-47 43rd St,"Astoria, NY 11103","24-47 43rd StAstoria, NY 11103",40.7671317,-73.9087817,Queens County
Co-op,COMPASS,750000,3,2,2184,35-55 80th St Unit 52,"Queens, NY 11372","35-55 80th St Unit 52Queens, NY 11372",40.7515899,-73.8865299,Queens County
Multi-family home,Corcoran Bedford Stuyvesant,1350000,3,3,2184,750A Lafayette Ave,"Brooklyn, NY 11221","750A Lafayette AveBrooklyn, NY 11221",40.690647,-73.9431579,Kings County
Co-op,COMPASS,599000,1,1,755,452 W 50th St Apt 4W,"Manhattan, NY 10019","452 W 50th St Apt 4WManhattan, NY 10019",40.7643103,-73.9913297,New York County
Multi-family home,KELLER WILLIAMS REALTY LANDMARK II,1200000,6,3,2184,86-30 91st St,"Woodhaven, NY 11421","86-30 91st StWoodhaven, NY 11421",40.6943555,-73.8543804,Queens County
House,"Triolo Realty Group, Inc.",749000,4,3,2013,606 Tompkins Ave,"Staten Island, NY 10305","606 Tompkins AveStaten Island, NY 10305",40.6109749,-74.0710212,Richmond County
Multi-family home,Keller Williams NYC,1900000,6,4,2565,794 Bergen St,"Brooklyn, NY 11238","794 Bergen StBrooklyn, NY 11238",40.6778716,-73.9615757,Kings County
House,Keller Williams Realty NYC Grp,590000,3,1,1360,2540 Woodhull Ave,"Bronx, NY 10469","2540 Woodhull AveBronx, NY 10469",40.8642583,-73.8414813,Bronx County
Condo,COMPASS,1395000,3,2,1494,1 Wall Street Ct Apt 505,"Manhattan, NY 10005","1 Wall Street Ct Apt 505Manhattan, NY 10005",40.705216,-74.0085311,New York County
House,Behfar Team Llc,3595000,6,3,2184,1558 E 9th St,"Brooklyn, NY 11230","1558 E 9th StBrooklyn, NY 11230",40.6108399,-73.9647401,Kings County
House,Tapestry Real Estate of Queens,868000,3,2,1452,40-51 172 St,"Flushing, NY 11358","40-51 172 StFlushing, NY 11358",40.7592798,-73.7939528,Queens County
Multi-family home,Winzone Realty Inc,1248000,6,3,2400,2532 E 26th St,"Brooklyn, NY 11235","2532 E 26th StBrooklyn, NY 11235",40.5904715,-73.9441041,Kings County
Multi-family home,RE MAX Edge,1449000,7,3,2400,422 43rd St,"Brooklyn, NY 11232","422 43rd StBrooklyn, NY 11232",40.649911,-74.007989,Kings County
Co-op,EXP Realty,338000,1,1,2184,34-40 79th St Unit 1G,"Jackson Heights, NY 11372","34-40 79th St Unit 1GJackson Heights, NY 11372",40.7522642,-73.8878675,Queens County
House,NoBroker,270000,3,2,1158,3780 Willett Ave,"Bronx, NY 10467","3780 Willett AveBronx, NY 10467",40.8838997,-73.864167,Bronx County
House,All Century Realty,765000,3,2,2500,1574 Crotona Park E,"Bronx, NY 10460","1574 Crotona Park EBronx, NY 10460",40.8365023,-73.8919613,Bronx County
Pending,RE/MAX Team,988000,2,2,2451,165-15 Cross Island Pkwy,"Whitestone, NY 11357","165-15 Cross Island PkwyWhitestone, NY 11357",40.7864686,-73.7971724,Queens County
Co-op,Exp Realty,339000,1,1,2184,42-30 Douglaston Pkwy Unit 7H,"Douglaston, NY 11363","42-30 Douglaston Pkwy Unit 7HDouglaston, NY 11363",40.7686099,-73.74772,Queens County
Contingent,"Robert Defalco Realty, Inc.",1099000,6,6,3219,111 Highland Rd,"Staten Island, NY 10308","111 Highland RdStaten Island, NY 10308",40.549134,-74.142459,Richmond County
